BLOCKGRP,Land_Acres,BG_ACRES,ACRES_DIFF,UTC_Acres,POP_2013,POP_DEN_2013,Hispanic_pct,White_pct,Black_pct,NativeAmer_pct,Asian_pct,PacIsland_pct,OtherRace_pct,TwoPlus_pct,MedHshldIncome,Vacant_pct,Rent_pct,Value,NoHighSchool_pct,HighSchool_pct,College_pct,AdvDegree_pct
160270204011,683.3374285,690.8097361,7.472307572,37.77327276,845,0.8175263149,31.95266272,95.14792899,0,4.852071006,0,0,0,0,24038,32.09876543,26.36363636,103500,22.28915663,40.76305221,8.032128514,0
160010011001,720.5797627,728.1951481,7.615385419,92.70702713,1512,0.4816105477,19.64285714,82.07671958,0,1.256613757,1.322751323,0,0,30.68783069,21432,9.235209235,56.59777424,84600,2.404809619,32.66533066,7.314629259,0.6012024048
160010017004,130.6592656,138.2941975,7.6349319,32.2519497,1809,0.07644787036,13.48811498,75.23493643,0,0,8.457711443,0,7.904919845,16.80486457,33068,12.45376079,55.49295775,93700,11.46953405,26.52329749,26.25448029,2.867383513
160010023131,644.075629,651.769713,7.694084047,53.94310882,2702,0.2412175104,15.58105107,83.41968912,0,2.405625463,5.18134715,0,4.663212435,8.660251665,44659,2.477700694,44.41056911,139000,2.328159645,21.78492239,32.31707317,3.935698448
160010102212,604.5983399,613.4668024,8.868462443,91.99561068,1276,0.4807733561,2.429467085,88.55799373,0,0,0,0,0,22.88401254,55147,0,30.2,320500,6.375,22.5,29.5,6.5
160010102241,1166.398947,1175.592972,9.194024902,226.1081128,4421,0.2659110998,5.428636055,94.84279575,0,0,0.5202442886,0,0.2488124859,8.776294956,94228,0.3382949932,13.71350984,297500,2.587176603,9.523809524,46.26921635,12.82339708
160270212003,1757.151618,1766.537692,9.386073422,69.72844888,3620,0.4879938375,37.3480663,92.90055249,0,0.8839779006,1.187845304,0,3.895027624,2.26519337,30547,8.93648449,38.60502839,94900,6.451612903,41.83467742,18.85080645,0.6048387097
160270212001,438.060333,447.5364496,9.476116517,82.07704703,1767,0.2532747309,18.1663837,79.79626486,0,0,2.886247878,0,17.31748727,0,42500,9.17721519,24.91289199,95500,7.892527288,23.4256927,24.43324937,2.602854744
160010103311,3610.791925,3620.723311,9.931386216,385.7480855,9840,0.3679596861,3.455284553,94.78658537,0.4369918699,0,1.209349593,0,1.808943089,3.516260163,81163,5.938914027,11.48526759,281600,0,13.64732358,43.80324707,11.94341746
160010016002,445.925627,456.0454893,10.11986232,69.38670211,2187,0.208525601,4.572473708,88.29446731,1.646090535,0,4.0695016,0,1.09739369,9.785093736,45286,5.318039625,34.47136564,145800,1.051156272,32.235459,29.57252978,3.994393833
160010103341,2137.048128,2147.963585,10.91545707,90.2391855,3069,0.6998903828,8.960573477,96.08993157,0,0.4235907462,0,0,0.8145975888,5.343760182,72388,3.934740883,15.98401598,168700,0,22.76004119,34.70648816,7.672502575
160010018002,348.5088268,359.8413244,11.33249762,75.26879905,1383,0.2601889548,4.266088214,92.69703543,2.386117137,0,4.916847433,0,0,0,45428,5.335365854,41.06280193,208700,4.790419162,21.25748503,31.53692615,8.682634731
160010103132,1376.87719,1389.363477,12.48628646,93.80096273,3930,0.3535276022,14.35114504,97.30279898,0,0,1.043256997,0,0.5089058524,2.290076336,76071,10.95081967,6.18556701,187800,5.251054044,11.95860483,29.58988118,9.045611345
