geoid,name,B11012001,B11012001e,B11012002,B11012002e,B11012003,B11012003e,B11012004,B11012004e,B11012005,B11012005e,B11012006,B11012006e,B11012007,B11012007e,B11012008,B11012008e,B11012009,B11012009e,B11012010,B11012010e,B11012011,B11012011e,B11012012,B11012012e,B11012013,B11012013e,B11012014,B11012014e,B11012015,B11012015e
15000US160010003021,"Block Group 1, Ada, ID",539.000000000000000,76.000000000000000,277.000000000000000,61.000000000000000,246.000000000000000,61.000000000000000,181.000000000000000,54.000000000000000,65.000000000000000,41.000000000000000,31.000000000000000,28.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,31.000000000000000,28.000000000000000,31.000000000000000,28.000000000000000,0.000000000000000,11.000000000000000,262.000000000000000,67.000000000000000,192.000000000000000,55.000000000000000,70.000000000000000,48.000000000000000
15000US160010003022,"Block Group 2, Ada, ID",909.000000000000000,84.000000000000000,415.000000000000000,91.000000000000000,334.000000000000000,85.000000000000000,219.000000000000000,63.000000000000000,115.000000000000000,65.000000000000000,81.000000000000000,56.000000000000000,13.000000000000000,21.000000000000000,13.000000000000000,21.000000000000000,0.000000000000000,11.000000000000000,68.000000000000000,54.000000000000000,0.000000000000000,11.000000000000000,68.000000000000000,54.000000000000000,494.000000000000000,108.000000000000000,152.000000000000000,60.000000000000000,342.000000000000000,111.000000000000000
15000US160010003031,"Block Group 1, Ada, ID",1055.000000000000000,108.000000000000000,402.000000000000000,104.000000000000000,303.000000000000000,98.000000000000000,219.000000000000000,87.000000000000000,84.000000000000000,52.000000000000000,99.000000000000000,46.000000000000000,52.000000000000000,37.000000000000000,28.000000000000000,22.000000000000000,24.000000000000000,27.000000000000000,47.000000000000000,42.000000000000000,20.000000000000000,24.000000000000000,27.000000000000000,38.000000000000000,653.000000000000000,118.000000000000000,160.000000000000000,64.000000000000000,493.000000000000000,109.000000000000000
15000US160010003041,"Block Group 1, Ada, ID",982.000000000000000,139.000000000000000,650.000000000000000,123.000000000000000,497.000000000000000,113.000000000000000,447.000000000000000,114.000000000000000,50.000000000000000,77.000000000000000,153.000000000000000,96.000000000000000,21.000000000000000,35.000000000000000,0.000000000000000,11.000000000000000,21.000000000000000,35.000000000000000,132.000000000000000,91.000000000000000,73.000000000000000,52.000000000000000,59.000000000000000,73.000000000000000,332.000000000000000,97.000000000000000,219.000000000000000,74.000000000000000,113.000000000000000,73.000000000000000
15000US160010003042,"Block Group 2, Ada, ID",1381.000000000000000,147.000000000000000,752.000000000000000,156.000000000000000,565.000000000000000,144.000000000000000,449.000000000000000,131.000000000000000,116.000000000000000,67.000000000000000,187.000000000000000,95.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,187.000000000000000,95.000000000000000,93.000000000000000,72.000000000000000,94.000000000000000,71.000000000000000,629.000000000000000,139.000000000000000,419.000000000000000,132.000000000000000,210.000000000000000,110.000000000000000
15000US160010003043,"Block Group 3, Ada, ID",484.000000000000000,87.000000000000000,359.000000000000000,98.000000000000000,316.000000000000000,105.000000000000000,233.000000000000000,76.000000000000000,83.000000000000000,82.000000000000000,43.000000000000000,44.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,43.000000000000000,44.000000000000000,43.000000000000000,44.000000000000000,0.000000000000000,11.000000000000000,125.000000000000000,53.000000000000000,125.000000000000000,53.000000000000000,0.000000000000000,11.000000000000000
15000US160010004001,"Block Group 1, Ada, ID",371.000000000000000,91.000000000000000,241.000000000000000,71.000000000000000,147.000000000000000,49.000000000000000,132.000000000000000,50.000000000000000,15.000000000000000,24.000000000000000,94.000000000000000,72.000000000000000,81.000000000000000,73.000000000000000,0.000000000000000,11.000000000000000,81.000000000000000,73.000000000000000,13.000000000000000,22.000000000000000,13.000000000000000,22.000000000000000,0.000000000000000,11.000000000000000,130.000000000000000,71.000000000000000,82.000000000000000,59.000000000000000,48.000000000000000,51.000000000000000
15000US160010004002,"Block Group 2, Ada, ID",1075.000000000000000,177.000000000000000,355.000000000000000,146.000000000000000,289.000000000000000,137.000000000000000,84.000000000000000,75.000000000000000,205.000000000000000,123.000000000000000,66.000000000000000,55.000000000000000,16.000000000000000,26.000000000000000,0.000000000000000,11.000000000000000,16.000000000000000,26.000000000000000,50.000000000000000,47.000000000000000,0.000000000000000,11.000000000000000,50.000000000000000,47.000000000000000,720.000000000000000,159.000000000000000,164.000000000000000,98.000000000000000,556.000000000000000,163.000000000000000
15000US160010004003,"Block Group 3, Ada, ID",329.000000000000000,107.000000000000000,171.000000000000000,93.000000000000000,143.000000000000000,88.000000000000000,112.000000000000000,80.000000000000000,31.000000000000000,34.000000000000000,28.000000000000000,32.000000000000000,19.000000000000000,30.000000000000000,0.000000000000000,11.000000000000000,19.000000000000000,30.000000000000000,9.000000000000000,15.000000000000000,9.000000000000000,15.000000000000000,0.000000000000000,11.000000000000000,158.000000000000000,92.000000000000000,76.000000000000000,66.000000000000000,82.000000000000000,60.000000000000000
15000US160010004004,"Block Group 4, Ada, ID",494.000000000000000,151.000000000000000,115.000000000000000,66.000000000000000,102.000000000000000,65.000000000000000,63.000000000000000,40.000000000000000,39.000000000000000,49.000000000000000,13.000000000000000,17.000000000000000,8.000000000000000,13.000000000000000,8.000000000000000,13.000000000000000,0.000000000000000,11.000000000000000,5.000000000000000,11.000000000000000,5.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,379.000000000000000,144.000000000000000,104.000000000000000,60.000000000000000,275.000000000000000,128.000000000000000
15000US160010004005,"Block Group 5, Ada, ID",481.000000000000000,131.000000000000000,226.000000000000000,90.000000000000000,141.000000000000000,67.000000000000000,126.000000000000000,65.000000000000000,15.000000000000000,25.000000000000000,85.000000000000000,77.000000000000000,58.000000000000000,78.000000000000000,7.000000000000000,17.000000000000000,51.000000000000000,77.000000000000000,27.000000000000000,29.000000000000000,27.000000000000000,29.000000000000000,0.000000000000000,11.000000000000000,255.000000000000000,127.000000000000000,125.000000000000000,74.000000000000000,130.000000000000000,110.000000000000000
15000US160010005001,"Block Group 1, Ada, ID",734.000000000000000,112.000000000000000,504.000000000000000,113.000000000000000,335.000000000000000,107.000000000000000,274.000000000000000,79.000000000000000,61.000000000000000,72.000000000000000,169.000000000000000,80.000000000000000,47.000000000000000,51.000000000000000,0.000000000000000,11.000000000000000,47.000000000000000,51.000000000000000,122.000000000000000,64.000000000000000,49.000000000000000,42.000000000000000,73.000000000000000,49.000000000000000,230.000000000000000,109.000000000000000,170.000000000000000,87.000000000000000,60.000000000000000,74.000000000000000
15000US160010005002,"Block Group 2, Ada, ID",266.000000000000000,73.000000000000000,163.000000000000000,73.000000000000000,112.000000000000000,78.000000000000000,42.000000000000000,40.000000000000000,70.000000000000000,67.000000000000000,51.000000000000000,37.000000000000000,16.000000000000000,23.000000000000000,16.000000000000000,23.000000000000000,0.000000000000000,11.000000000000000,35.000000000000000,32.000000000000000,26.000000000000000,29.000000000000000,9.000000000000000,16.000000000000000,103.000000000000000,56.000000000000000,103.000000000000000,56.000000000000000,0.000000000000000,11.000000000000000
15000US160010005003,"Block Group 3, Ada, ID",527.000000000000000,80.000000000000000,304.000000000000000,86.000000000000000,234.000000000000000,95.000000000000000,197.000000000000000,73.000000000000000,37.000000000000000,56.000000000000000,70.000000000000000,45.000000000000000,33.000000000000000,31.000000000000000,33.000000000000000,31.000000000000000,0.000000000000000,11.000000000000000,37.000000000000000,33.000000000000000,22.000000000000000,23.000000000000000,15.000000000000000,23.000000000000000,223.000000000000000,71.000000000000000,117.000000000000000,64.000000000000000,106.000000000000000,66.000000000000000
